D7755,12000D775502,沈阳,大连北,SYT,DFT
D7758,12000D775502,沈阳,大连北,SYT,DFT
D7765,12000D776500,沈阳,大连北,SYT,DFT
D7768,12000D776500,沈阳,大连北,SYT,DFT
D7995,01000D799504,哈尔滨,齐齐哈尔南,HBB,QNB
D7996,04000D799608,齐齐哈尔南,哈尔滨,QNB,HBB
D7997,0h000D79970B,哈尔滨西,齐齐哈尔南,VAB,QNB
D7998,04000D79980C,齐齐哈尔南,哈尔滨西,QNB,VAB
D8303,71000D830307,南宁东,北海,NFZ,BHZ
D8404,73000D840406,北海,桂林,BHZ,GLZ
D8411,71000D841105,桂林,北海,GLZ,BHZ
D8418,73000D841803,北海,柳州,BHZ,LZZ
D8471,71000D847102,桂林北,梧州南,GBZ,WBZ
D8626,80000D862600,昆明,昆明南,KMM,KOM
D8628,80000D862800,昆明,昆明南,KMM,KOM
D8629,80000D862900,昆明南,昆明,KOM,KMM
D8631,80000D863100,昆明南,昆明,KOM,KMM
D9121,24000D91210C,北京南,德州,VNP,DZP
D9122,25000D91220C,德州,北京南,DZP,VNP
D9455,47000D94550J,济南,荣成,JNK,RCK
D9481,5l000D948110,南京南,六安,NKH,UAH
D9491,54000D949100,铜陵,安庆,TJH,AQH
D9492,59000D949200,安庆,铜陵,AQH,TJH
D9501,53000D950480,六安,上海,UAH,SHH
D9502,55000D950280,上海,六安,SHH,UAH
D9503,55000D950280,上海,六安,SHH,UAH
D9504,53000D950480,六安,上海,UAH,SHH
D9629,5y000D962901,武夷山东,福州,WCS,FZS
D9630,58000D963008,福州,武夷山东,FZS,WCS
D9671,71000D967107,柳州,南宁,LZZ,NNZ
D9672,71000D967205,梧州南,桂林北,WBZ,GBZ
D9673,71000D967340,桂林北,南宁,GBZ,NNZ
D9674,71000D967404,南宁东,桂林北,NFZ,GBZ
D9675,71000D967506,桂林北,南宁东,GBZ,NFZ
D9676,71000D967630,南宁,桂林北,NNZ,GBZ
D9681,71000D968108,南宁东,玉林,NFZ,YLZ
D9682,71000D968208,玉林,南宁东,YLZ,NFZ
D9683,71000D968308,南宁东,玉林,NFZ,YLZ
D9684,71000D968408,玉林,南宁东,YLZ,NFZ
D9685,71000D968510,南宁东,百色,NFZ,BIZ
D9686,71000D968610,百色,南宁东,BIZ,NFZ
D9727,6j000D97270K,潮汕,深圳北,CBQ,IOQ
D9729,6j000D97290O,潮汕,深圳北,CBQ,IOQ
D9730,6i000D97300M,深圳北,潮汕,IOQ,CBQ
D9731,6j000D97310M,潮汕,深圳北,CBQ,IOQ
D9732,6i000D97320O,深圳北,潮汕,IOQ,CBQ
D9733,6j000D973310,饶平,深圳北,RVQ,IOQ
D9734,6i000D973410,深圳北,饶平,IOQ,RVQ
D9735,6j000D973506,饶平,深圳北,RVQ,IOQ
D9736,6i000D973608,深圳北,饶平,IOQ,RVQ
D9811,8d000D981100,天水南,兰州西,TIJ,LAJ
D9812,8d000D981200,兰州西,天水南,LAJ,TIJ
D9813,8d000D981300,天水南,兰州西,TIJ,LAJ
D9814,8d000D981400,兰州西,天水南,LAJ,TIJ
T91,2400000T910A,北京,南昌,BJP,NCG
T92,5700000T9207,南昌,北京,NCG,BJP
T129,130000T12960,大连,讷河,DLT,NHX
T130,040000T13040,讷河,大连,NHX,DLT
T254,630000T2540B,广州,天津,GZQ,TJP
T3017,24000T301708,北京,哈尔滨,BJP,HBB
T3018,01000T301806,哈尔滨,北京,HBB,BJP
T3037,24000T303707,北京西,汉口,BXP,HKN
T3038,39000T303809,汉口,北京西,HKN,BXP
T3039,24000T303902,北京西,汉口,BXP,HKN
T3040,39000T304003,汉口,北京西,HKN,BXP
T3211,55000T321120,上海南,怀化,SNH,HHQ
T3212,64000T321202,怀化,上海南,HHQ,SNH
T4365,48000T436501,徐州,合肥,XCH,HFH
T4366,53000T436601,合肥,徐州,HFH,XCH
T5685,24000T56850O,北京,秦皇岛,BJP,QTP
T5686,25000T56860E,秦皇岛,北京,QTP,BJP
T7013,41000T701300,西安,宝鸡,XAY,BJY
T7014,41000T701400,宝鸡,西安,BJY,XAY
T8365,65000T836500,广州东,大埔,GGQ,DPI
T8366,67000T836710,大埔,广州东,DPI,GGQ
T8367,67000T836710,大埔,广州东,DPI,GGQ
T8368,65000T836500,广州东,大埔,GGQ,DPI
T8369,67000T836930,大埔,深圳,DPI,SZQ
T8370,65000T837020,深圳,大埔,SZQ,DPI
T8701,71000T87010E,南宁,凭祥,NNZ,PXZ
T8702,71000T87020C,凭祥,南宁,PXZ,NNZ
2559,24000025590O,北京,赤峰,BJP,CFD
2560,16000025600B,赤峰,北京,CFD,BJP
3045,420000304803,襄阳东,深圳,XWN,SZQ
3048,420000304803,襄阳东,深圳,XWN,SZQ
3062,390000306205,平顶山,佛山,PEN,FSQ
3063,390000306205,平顶山,佛山,PEN,FSQ
3098,400000309830,邓州,北京西,DOF,BXP
3111,420000311403,宜昌东,广州,HAN,GZQ
3114,420000311403,宜昌东,广州,HAN,GZQ
3141,420000314403,宜昌东,广州,HAN,GZQ
3144,420000314403,宜昌东,广州,HAN,GZQ
3166,4d0000316605,周口,广州东,ZKN,GGQ
3167,4d0000316605,周口,广州东,ZKN,GGQ
3177,420000318002,襄阳,深圳东,XFN,BJQ
3180,420000318002,襄阳,深圳东,XFN,BJQ
3183,570000318307,南昌,汕头,NCG,OTQ
3184,670000318406,汕头,南昌,OTQ,NCG
3215,760000321806,成都,上海,CDW,SHH
3216,550000321641,上海,成都,SHH,CDW
3217,550000321641,上海,成都,SHH,CDW
3218,760000321806,成都,上海,CDW,SHH
3223,390000322302,潢川,深圳东,KCN,BJQ
3251,390000325103,漯河,广州东,LON,GGQ
3255,760000325830,成都,上海,CDW,SHH
3258,760000325830,成都,上海,CDW,SHH
3273,570000327305,南昌,深圳西,NCG,OSQ
3274,690000327407,深圳西,南昌,OSQ,NCG
3278,760000327803,成都,北京,CDW,BJP
3316,640000331602,怀化,苏州,HHQ,SZH
3317,640000331602,怀化,苏州,HHQ,SZH
3331,400000333420,洛阳,广州,LYF,GZQ
3334,400000333420,洛阳,广州,LYF,GZQ
3385,670000338808,东莞东,郑州,DMQ,ZZF
3386,380000338605,郑州,东莞东,ZZF,DMQ
3387,380000338605,郑州,东莞东,ZZF,DMQ
3388,670000338808,东莞东,郑州,DMQ,ZZF
3449,420000345204,十堰,广州东,SNN,GGQ
3452,420000345204,十堰,广州东,SNN,GGQ
3485,570000348504,九江,东莞东,JJG,DMQ
3514,690000351405,深圳西,鹰潭,OSQ,YTG
3545,390000354504,漯河,广州,LON,GZQ
3555,390000355807,信阳,上海,XUN,SHH
3556,5500003556C0,上海,信阳,SHH,XUN
3557,5500003556C0,上海,信阳,SHH,XUN
3558,390000355807,信阳,上海,XUN,SHH
3613,570000361304,南昌,东莞东,NCG,DMQ
3614,670000361405,东莞东,九江,DMQ,JJG
3615,390000361510,麻城,深圳东,MCN,BJQ
3805,770000380530,达州,东莞东,RXW,DMQ
3806,670000380701,东莞东,重庆,DMQ,CQW
3808,770000380530,达州,东莞东,RXW,DMQ
3971,570000397405,萍乡,广州东,PXG,GGQ
3972,650000397306,广州东,南昌,GGQ,NCG
3974,570000397405,萍乡,广州东,PXG,GGQ
4705,400000470820,洛阳,南阳,LYF,NFF
4708,400000470820,洛阳,南阳,LYF,NFF
4732,40000047320M,南阳,洛阳,NFF,LYF
4733,40000047320M,南阳,洛阳,NFF,LYF
5531,71000055310K,南宁,崇左,NNZ,CZZ
5532,71000055320K,崇左,南宁,CZZ,NNZ
5645,780000564520,福泉,昭通,VMW,ZDW
5646,77000056470Y,昭通,贵阳,ZDW,GIW
5647,77000056470Y,昭通,贵阳,ZDW,GIW
5648,780000564520,福泉,昭通,VMW,ZDW
K63,7800000K6606,贵阳,广州,GIW,GZQ
K64,6300000K640C,广州,贵阳,GZQ,GIW
K65,6300000K640C,广州,贵阳,GZQ,GIW
K66,7800000K6606,贵阳,广州,GIW,GZQ
K85,6300000K8500,广州,景德镇北,GZQ,JDG
K86,5700000K870F,景德镇北,广州,JDG,GZQ
K87,5700000K870F,景德镇北,广州,JDG,GZQ
K88,6300000K8500,广州,景德镇北,GZQ,JDG
K105,240000K1051M,北京西,深圳,BXP,SZQ
K117,240000K1171F,北京西,攀枝花,BXP,PRW
K141,770000K14401,重庆北,南宁,CUW,NNZ
K144,770000K14401,重庆北,南宁,CUW,NNZ
K267,240000K26729,北京西,怀化,BXP,HHQ
K489,240000K48901,北京,佳木斯,BJP,JMB
K490,020000K49007,佳木斯,北京,JMB,BJP
K533,550000K533B2,上海南,怀化,SNH,HHQ
K534,640000K5340S,怀化,上海南,HHQ,SNH
K578,760000K5780N,成都东,长沙,ICW,CSQ
K579,760000K5780N,成都东,长沙,ICW,CSQ
K621,390000K62409,武昌,西宁,WCN,XNO
K622,880000K6220E,西宁,武昌,XNO,WCN
K623,880000K6220E,西宁,武昌,XNO,WCN
K624,390000K62409,武昌,西宁,WCN,XNO
K651,710000K65401,南宁,成都东,NNZ,ICW
K652,760000K6520E,成都东,南宁,ICW,NNZ
K653,760000K6520E,成都东,南宁,ICW,NNZ
K654,710000K65401,南宁,成都东,NNZ,ICW
K661,260000K66102,石家庄,南通,SJP,NUH
K662,5f0000K66230,南通,石家庄,NUH,SJP
K664,260000K66102,石家庄,南通,SJP,NUH
K665,130000K66500,大连,福州,DLT,FZS
K668,130000K66500,大连,福州,DLT,FZS
K701,040000K70403,齐齐哈尔,青岛北,QHX,QHK
K702,490000K7020C,青岛北,齐齐哈尔,QHK,QHX
K703,490000K7020C,青岛北,齐齐哈尔,QHK,QHX
K704,040000K70403,齐齐哈尔,青岛北,QHX,QHK
K747,850000K75000,兰州,南宁,LZJ,NNZ
K748,710000K74820,南宁,兰州,NNZ,LZJ
K749,710000K74820,南宁,兰州,NNZ,LZJ
K750,850000K75000,兰州,南宁,LZJ,NNZ
K789,410000K7920T,西安,南昌,XAY,NCG
K790,570000K7900Q,南昌,西安,NCG,XAY
K791,570000K7900Q,南昌,西安,NCG,XAY
K792,410000K7920T,西安,南昌,XAY,NCG
K817,240000K8170S,北京西,成都,BXP,CDW
K965,640000K96830,怀化,北京,HHQ,BJP
K966,240000K96715,北京,怀化,BJP,HHQ
K967,240000K96715,北京,怀化,BJP,HHQ
K968,640000K96830,怀化,北京,HHQ,BJP
K1002,41000K100210,宝鸡,重庆,BJY,CQW
K1003,41000K100210,宝鸡,重庆,BJY,CQW
K1011,26000K10140Q,石家庄北,上海,VVP,SHH
K1014,26000K10140Q,石家庄北,上海,VVP,SHH
K1024,11000K102400,白城,北京,BCT,BJP
K1139,76000K11390I,成都,昆明,CDW,KMM
K1237,38000K12400A,郑州,温州,ZZF,RZH
K1240,38000K12400A,郑州,温州,ZZF,RZH
K1245,5e000K124860,宁波,武胜,NGH,WSE
K1246,76000K124600,武胜,宁波,WSE,NGH
K1247,76000K124600,武胜,宁波,WSE,NGH
K1248,5e000K124860,宁波,武胜,NGH,WSE
K1321,55000K132480,苏州,榆林,SZH,ALY
K1322,4a000K13230F,榆林,苏州,ALY,SZH
K1323,4a000K13230F,榆林,苏州,ALY,SZH
K1324,55000K132480,苏州,榆林,SZH,ALY
K1619,25000K162218,天津,深圳东,TJP,BJQ
K1622,25000K162218,天津,深圳东,TJP,BJQ
K1885,27000K188504,太原,张家界,TYV,DIQ
K1886,64000K188605,张家界,太原,DIQ,TYV
K1887,64000K188605,张家界,太原,DIQ,TYV
K1888,27000K188504,太原,张家界,TYV,DIQ
K4021,24000K402106,北京,哈尔滨西,BJP,VAB
K4022,0h000K402201,哈尔滨西,北京,VAB,BJP
K4026,41000K40260I,西安,上海,XAY,SHH
K4027,41000K40260I,西安,上海,XAY,SHH
K4029,86000K403200,嘉峪关,上海,JGJ,SHH
K4030,55000K403001,上海,嘉峪关,SHH,JGJ
K4031,55000K403001,上海,嘉峪关,SHH,JGJ
K4032,86000K403200,嘉峪关,上海,JGJ,SHH
K4033,53000K403310,阜阳,东莞东,FYH,DMQ
K4035,53000K403550,阜阳,广州东,FYH,GGQ
K4036,65000K403704,广州东,阜阳,GGQ,FYH
K4038,53000K403550,阜阳,广州东,FYH,GGQ
K4039,57000K403902,鹰潭,东莞东,YTG,DMQ
K4040,67000K404005,东莞东,鹰潭,DMQ,YTG
K4045,38000K404530,安阳,上海,AYF,SHH
K4046,55000K404601,上海,新乡,SHH,XXF
K4047,55000K404601,上海,新乡,SHH,XXF
K4048,38000K404530,安阳,上海,AYF,SHH
K4053,38000K405608,郑州,上海,ZZF,SHH
K4054,55000K405401,上海,郑州,SHH,ZZF
K4055,55000K405401,上海,郑州,SHH,ZZF
K4056,38000K405608,郑州,上海,ZZF,SHH
K4061,39000K406105,汉口,深圳东,HKN,BJQ
K4071,5e000K407401,宁波,新乡,NGH,XXF
K4072,38000K407302,新乡,宁波,XXF,NGH
K4073,38000K407302,新乡,宁波,XXF,NGH
K4074,5e000K407401,宁波,新乡,NGH,XXF
K4075,76000K407509,成都,广州东,CDW,GGQ
K4078,76000K407509,成都,广州东,CDW,GGQ
K4079,24000K407909,北京西,郑州,BXP,ZZF
K4080,38000K408008,郑州,北京西,ZZF,BXP
K4081,24000K408109,北京,齐齐哈尔,BJP,QHX
K4082,04000K408307,齐齐哈尔,北京,QHX,BJP
K4083,04000K408307,齐齐哈尔,北京,QHX,BJP
K4084,24000K408109,北京,齐齐哈尔,BJP,QHX
K4093,24000K409301,北京,汉口,BJP,HKN
K4094,39000K409410,武穴,北京,WXN,BJP
K4097,24000K40970D,北京,临汾,BJP,LFV
K4098,27000K409820,河津,北京,HJV,BJP
K4107,39000K410703,武昌,广州东,WCN,GGQ
K4109,39000K410903,汉口,广州东,HKN,GGQ
K4115,24000K411507,北京,牡丹江,BJP,MDB
K4117,24000K411705,北京,佳木斯,BJP,JMB
K4118,02000K411804,佳木斯,北京,JMB,BJP
K4119,25000K411905,天津,牡丹江,TJP,MDB
K4120,03000K412004,牡丹江,天津,MDB,TJP
K4126,16000K412620,赤峰,北京,CFD,BJP
K4127,42000K413003,襄阳东,广州,XWN,GZQ
K4130,42000K413003,襄阳东,广州,XWN,GZQ
K4131,24000K413107,北京,阜阳,BJP,FYH
K4133,43000K413620,宣汉,广州东,XHY,GGQ
K4136,43000K413620,宣汉,广州东,XHY,GGQ
K4147,77000K414710,达州,广州东,RXW,GGQ
K4150,77000K414710,达州,广州东,RXW,GGQ
K4152,71000K415210,兴义,佛山,XRZ,FSQ
K4153,71000K415210,兴义,佛山,XRZ,FSQ
K4155,42000K415803,襄阳东,广州,XWN,GZQ
K4158,42000K415803,襄阳东,广州,XWN,GZQ
K4159,24000K415905,北京西,安庆,BXP,AQH
K4160,59000K416002,安庆,北京西,AQH,BXP
K4161,38000K416407,郑州,杭州,ZZF,HZH
K4162,56000K416201,杭州,郑州,HZH,ZZF
K4163,56000K416201,杭州,郑州,HZH,ZZF
K4164,38000K416407,郑州,杭州,ZZF,HZH
K4165,39000K416500,麻城,东莞东,MCN,DMQ
K4167,38000K417006,郑州,上海,ZZF,SHH
K4168,55000K416801,上海,郑州,SHH,ZZF
K4169,55000K416801,上海,郑州,SHH,ZZF
K4170,38000K417006,郑州,上海,ZZF,SHH
K4171,77000K417104,重庆北,杭州,CUW,HZH
K4172,56000K417341,杭州,重庆北,HZH,CUW
K4173,56000K417341,杭州,重庆北,HZH,CUW
K4174,77000K417104,重庆北,杭州,CUW,HZH
K4175,39000K417502,武昌,深圳东,WCN,BJQ
K4190,55000K419070,上海,西安,SHH,XAY
K4191,55000K419070,上海,西安,SHH,XAY
K4195,77000K419501,昭通,上海南,ZDW,SNH
K4198,77000K419501,昭通,上海南,ZDW,SNH
K4199,57000K419903,九江,深圳西,JJG,OSQ
K4200,69000K420004,深圳西,九江,OSQ,JJG
K4209,39000K420903,信阳,广州,XUN,GZQ
K4211,38000K421104,郑州,广州东,ZZF,GGQ
K4212,65000K421207,广州东,郑州,GGQ,ZZF
K4215,57000K421502,南昌,广州,NCG,GZQ
K4217,24000K42170A,北京西,成都,BXP,CDW
K4218,76000K421808,成都,北京西,CDW,BXP
K4221,65000K422402,广州东,成都,GGQ,CDW
K4222,76000K422302,成都,广州东,CDW,GGQ
K4223,76000K422302,成都,广州东,CDW,GGQ
K4224,65000K422402,广州东,成都,GGQ,CDW
K4228,57000K422900,吉安,广州东,VAG,GGQ
K4229,57000K422900,吉安,广州东,VAG,GGQ
K4231,77000K423420,渠县,广州,QRW,GZQ
K4234,77000K423420,渠县,广州,QRW,GZQ
K4235,56000K423541,杭州,南宁,HZH,NNZ
K4236,71000K423607,兴义,杭州,XRZ,HZH
K4237,24000K423702,北京西,兰州,BXP,LZJ
K4238,85000K423820,兰州,北京西,LZJ,BXP
K4239,39000K423903,武昌,深圳,WCN,SZQ
K4241,16000K424407,赤峰,呼和浩特东,CFD,NDC
K4242,33000K424202,呼和浩特东,赤峰,NDC,CFD
K4243,33000K424202,呼和浩特东,赤峰,NDC,CFD
K4244,16000K424407,赤峰,呼和浩特东,CFD,NDC
K4250,62000K425002,永州,上海南,AOQ,SNH
K4253,39000K425302,驻马店,深圳东,ZDN,BJQ
K4255,43000K425802,宣汉,上海,XHY,SHH
K4256,55000K425610,上海,安康,SHH,AKY
K4257,55000K425610,上海,安康,SHH,AKY
K4258,43000K425802,宣汉,上海,XHY,SHH
K4261,57000K426104,南昌,广州东,NCG,GGQ
K4264,57000K426104,南昌,广州东,NCG,GGQ
K4265,57000K426503,九江,广州东,JJG,GGQ
K4268,57000K426503,九江,广州东,JJG,GGQ
K4271,39000K427400,信阳,东莞东,XUN,DMQ
K4274,39000K427400,信阳,东莞东,XUN,DMQ
K4279,55000K427900,上海南,九江,SNH,JJG
K4280,57000K428000,九江,上海南,JJG,SNH
K4281,55000K428110,上海南,南昌,SNH,NCG
K4282,57000K428201,南昌,上海南,NCG,SNH
K4283,39000K428302,武昌,广州,WCN,GZQ
K4296,56000K429790,杭州,九江,HZH,JJG
K4297,56000K429790,杭州,九江,HZH,JJG
K4298,57000K429807,赣州,杭州,GZG,HZH
K4308,42000K430802,襄阳东,广州,XWN,GZQ
K4309,42000K430802,襄阳东,广州,XWN,GZQ
K4315,24000K431504,北京,汉口,BJP,HKN
K4316,39000K431602,汉口,北京,HKN,BJP
K4317,24000K431720,北京,信阳,BJP,XUN
K4319,42000K432202,宜昌东,广州,HAN,GZQ
K4322,42000K432202,宜昌东,广州,HAN,GZQ
K4326,57000K432603,赣州,上海南,GZG,SNH
K4333,58000K433602,厦门,重庆北,XMS,CUW
K4336,58000K433602,厦门,重庆北,XMS,CUW
K4342,64000K434201,怀化,杭州,HHQ,HZH
K4359,53000K435900,阜阳,东莞东,FYH,DMQ
K4361,38000K436405,郑州,杭州,ZZF,HZH
K4362,56000K436201,杭州,郑州,HZH,ZZF
K4363,56000K436201,杭州,郑州,HZH,ZZF
K4364,38000K436405,郑州,杭州,ZZF,HZH
K4372,77000K437310,宜宾,广州东,YBW,GGQ
K4373,77000K437310,宜宾,广州东,YBW,GGQ
K4376,42000K437601,宜昌东,广州,HAN,GZQ
K4377,42000K437601,宜昌东,广州,HAN,GZQ
K4387,58000K43900O,福州,重庆,FZS,CQW
K4388,77000K438907,达州,福州,RXW,FZS
K4389,77000K438907,达州,福州,RXW,FZS
K4390,58000K43900O,福州,重庆,FZS,CQW
K4393,57000K439303,南昌,深圳,NCG,SZQ
K4394,65000K439404,深圳,南昌,SZQ,NCG
K4396,57000K43960D,萍乡,上海南,PXG,SNH
K4401,57000K440406,南昌,温州,NCG,RZH
K4404,57000K440406,南昌,温州,NCG,RZH
K4409,24000K44090C,北京,白城,BJP,BCT
K4410,11000K441030,乌兰浩特,北京,WWT,BJP
K4417,55000K441701,上海南,昆明,SNH,KMM
K4418,80000K441805,昆明,上海南,KMM,SNH
K4425,38000K442530,新乡,广州,XXF,GZQ
K4435,77000K443801,重庆,东莞东,CQW,DMQ
K4438,77000K443801,重庆,东莞东,CQW,DMQ
K4455,55000K445801,上海南,南充,SNH,NCW
K4456,7m000K445601,南充,上海南,NCW,SNH
K4457,7m000K445601,南充,上海南,NCW,SNH
K4458,55000K445801,上海南,南充,SNH,NCW
K4477,39000K447703,武昌,东莞东,WCN,DMQ
K4478,67000K447800,东莞东,武昌,DMQ,WCN
K4488,67000K448803,汕头,武昌,OTQ,WCN
K4505,39000K450503,武昌,温州,WCN,RZH
K4508,39000K450503,武昌,温州,WCN,RZH
K4511,77000K451102,重庆北,广州东,CUW,GGQ
K4514,77000K451102,重庆北,广州东,CUW,GGQ
K4525,77000K452503,重庆北,深圳东,CUW,BJQ
K4528,77000K452503,重庆北,深圳东,CUW,BJQ
K4532,57000K453302,景德镇,杭州,JCG,HZH
K4533,57000K453302,景德镇,杭州,JCG,HZH
K4537,40000K454030,灵宝,上海,LBF,SHH
K4538,55000K4538C0,上海,郑州,SHH,ZZF
K4539,55000K4538C0,上海,郑州,SHH,ZZF
K4540,40000K454030,灵宝,上海,LBF,SHH
K4545,39000K454800,信阳,上海,XUN,SHH
K4546,55000K454600,上海,信阳,SHH,XUN
K4547,55000K454600,上海,信阳,SHH,XUN
K4548,39000K454800,信阳,上海,XUN,SHH
K4551,6a000K455102,常德,上海南,VGQ,SNH
K4554,6a000K455102,常德,上海南,VGQ,SNH
K4569,76000K457203,成都,广州,CDW,GZQ
K4572,76000K457203,成都,广州,CDW,GZQ
K4575,0h000K457803,哈尔滨西,济南,VAB,JNK
K4576,47000K457605,菏泽,哈尔滨西,HIK,VAB
K4577,47000K457605,菏泽,哈尔滨西,HIK,VAB
K4578,0h000K457803,哈尔滨西,济南,VAB,JNK
K4581,40000K458400,洛阳,广州东,LYF,GGQ
K4584,40000K458400,洛阳,广州东,LYF,GGQ
K4590,64000K459002,怀化,上海南,HHQ,SNH
K4595,42000K459820,利川,东莞东,LCN,DMQ
K4598,42000K459820,利川,东莞东,LCN,DMQ
K4608,78000K460800,贵阳,北京西,GIW,BXP
K4620,77000K462103,宜宾,杭州,YBW,HZH
K4621,77000K462103,宜宾,杭州,YBW,HZH
K4625,65000K462806,广州东,昆明,GGQ,KMM
K4626,80000K462605,昆明,广州东,KMM,GGQ
K4627,80000K462605,昆明,广州东,KMM,GGQ
K4628,65000K462806,广州东,昆明,GGQ,KMM
K4631,78000K463400,贵阳,西安,GIW,XAY
K4632,41000K463201,西安,贵阳,XAY,GIW
K4633,41000K463201,西安,贵阳,XAY,GIW
K4634,78000K463400,贵阳,西安,GIW,XAY
K4635,76000K463801,成都东,上海,ICW,SHH
K4636,55000K463611,上海,成都东,SHH,ICW
K4637,55000K463611,上海,成都东,SHH,ICW
K4638,76000K463801,成都东,上海,ICW,SHH
K4652,78000K465207,贵阳,宁波,GIW,NGH
K4653,78000K465207,贵阳,宁波,GIW,NGH
K4661,77000K466120,重庆北,上海南,CUW,SNH
K4664,77000K466120,重庆北,上海南,CUW,SNH
K4666,55000K4666F1,上海,乌鲁木齐,SHH,WAR
K4667,55000K4666F1,上海,乌鲁木齐,SHH,WAR
K4672,78000K467201,贵阳,上海南,GIW,SNH
K4673,77000K467600,重庆北,上海南,CUW,SNH
K4674,55000K467511,上海南,重庆北,SNH,CUW
K4675,55000K467511,上海南,重庆北,SNH,CUW
K4676,77000K467600,重庆北,上海南,CUW,SNH
K4687,04000K469006,齐齐哈尔,青岛,QHX,QDK
K4690,04000K469006,齐齐哈尔,青岛,QHX,QDK
K4691,33000K469101,呼和浩特,昆明,HHC,KMM
K4694,33000K469101,呼和浩特,昆明,HHC,KMM
K4701,57000K470102,鹰潭,广州东,YTG,GGQ
K4704,57000K470102,鹰潭,广州东,YTG,GGQ
K4715,71000K471802,金城江,广州,JJZ,GZQ
K4718,71000K471802,金城江,广州,JJZ,GZQ
K4729,24000K47290F,北京,海拉尔,BJP,HRX
K4730,05000K473004,海拉尔,北京,HRX,BJP
K4769,24000K47690F,昌平北,赤峰,VBP,CFD
K4770,16000K47700D,赤峰,昌平北,CFD,VBP
K4811,57000K481102,吉安,深圳东,VAG,BJQ
K4917,55000K491700,上海南,鹰潭,SNH,YTG
K4918,57000K491800,南昌,上海南,NCG,SNH
K4983,18000K498601,吉林,南通,JLL,NUH
K4986,18000K498601,吉林,南通,JLL,NUH
K5001,13000K500109,大连,白城,DLT,BCT
K5002,11000K500209,白城,大连,BCT,DLT
K5005,12000K50050L,沈阳,昌图,SYT,CTT
K5006,12000K50060L,昌图,沈阳,CTT,SYT
K5011,15000K50110D,山海关,沈阳北,SHD,SBT
K5012,12000K50120E,沈阳北,山海关,SBT,SHD
K5023,11000K50230J,长春,榆树,CCT,YRT
K5029,13000K502905,大连,熊岳城,DLT,XYT
K5030,13000K503005,熊岳城,大连,XYT,DLT
K5035,16000K50350E,通辽,长春,TLD,CCT
K5036,11000K50360G,长春,通辽,CCT,TLD
K5037,11000K50360G,长春,通辽,CCT,TLD
K5038,16000K50350E,通辽,长春,TLD,CCT
K5039,15000K503902,山海关,通辽,SHD,TLD
K5040,16000K504002,通辽,山海关,TLD,SHD
K5067,11000K506701,长春,图们,CCT,TML
K5068,18000K506801,图们,长春,TML,CCT
K5119,03000K511901,牡丹江,鸡西,MDB,JXB
K5120,03000K512001,鸡西,牡丹江,JXB,MDB
K5127,02000K512700,佳木斯,同江,JMB,TJB
K5128,02000K512800,同江,佳木斯,TJB,JMB
K5136,04000K513600,嫩江,齐齐哈尔,NGX,QHX
K5139,01000K513904,哈尔滨东,佳木斯,VBB,JMB
K5140,02000K514001,佳木斯,哈尔滨东,JMB,VBB
K5153,01000K515303,香坊,牡丹江,XFB,MDB
K5154,03000K515402,牡丹江,香坊,MDB,XFB
K5159,04000K515904,齐齐哈尔,讷河,QHX,NHX
K5160,04000K516003,讷河,齐齐哈尔,NHX,QHX
K5201,24000K520109,北京,石家庄,BJP,SJP
K5202,26000K52020C,石家庄,北京,SJP,BJP
K5211,24000K52110N,北京西,邯郸,BXP,HDP
K5212,26000K52120N,邯郸,北京西,HDP,BXP
K5215,24000K521507,北京西,磁县,BXP,CIP
K5216,26000K521608,磁县,北京西,CIP,BXP
K5225,24000K52250C,北京,清河城,BJP,QYP
K5226,26000K52260B,清河城,北京,QYP,BJP
K5227,24000K522710,北京西,清河城,BXP,QYP
K5228,26000K522820,清河城,北京西,QYP,BXP
K5231,24000K523104,北京,德州,BJP,DZP
K5232,25000K523204,德州,北京,DZP,BJP
K5241,24000K524105,北京,秦皇岛,BJP,QTP
K5242,25000K524205,秦皇岛,北京,QTP,BJP
K5249,24000K52490E,北京,昌黎,BJP,CLP
K5250,25000K52500D,昌黎,北京,CLP,BJP
K5251,24000K52510F,北京,唐山,BJP,TSP
K5252,25000K52530E,唐山,北京,TSP,BJP
K5253,25000K52530E,唐山,北京,TSP,BJP
K5254,24000K52510F,北京,唐山,BJP,TSP
K5271,24000K527105,北京,沙岭子西,BJP,IXP
K5272,24000K527205,沙岭子西,北京,IXP,BJP
K5349,40000K534903,洛阳,灵宝,LYF,LBF
K5358,40000K535860,灵宝,郑州,LBF,ZZF
K5369,38000K536901,商丘,洛阳,SQF,LYF
K5370,40000K537001,洛阳,商丘,LYF,SQF
K5501,47000K550105,济南,菏泽,JNK,HIK
K5545,53000K554540,亳州,上海,BZH,SHH
K5555,53000K555510,亳州,上海,BZH,SHH
K5561,53000K556170,亳州,上海,BZH,SHH
K5565,53000K556550,阜阳,上海,FYH,SHH
K5571,53000K557440,阜阳,上海,FYH,SHH
K5574,53000K557440,阜阳,上海,FYH,SHH
K5585,53000K558520,淮南,上海,HAH,SHH
K5601,53000K560440,阜阳,宁波,FYH,NGH
K5604,53000K560440,阜阳,宁波,FYH,NGH
K5607,53000K560750,阜阳,宁波,FYH,NGH
K5609,53000K560970,阜阳,宁波,FYH,NGH
